url,title,description
https://www.alation.com/blog/how-to-evaluate-data-catalog-software/,"How to Evaluate Data Catalog Software: Uses & Features | Alation",Learn the steps & criteria to consider as you evaluate any data catalog software to ensure you pick one that meets your business' needs and goals.
https://www.alation.com/blog/role-of-data-catalog-in-data-security/,"The Role of the Data Catalog in Data Security | Alation","Myles Suer discusses CISOs leading data protection efforts, the role of the data catalog in data security, and what factors to consider."
https://www.alation.com/blog/cios-make-business-case-for-data-catalog/,"CIOs Make the Business Case for a Data Catalog | Alation","In this post, Myles Suer answers the question of what business problems does a data catalog solve for business customers. Read today."
https://www.alation.com/blog/preparing-for-a-career-in-data/,"How Alation Helps Students Prepare for a Career in Data | Alation","In this blog, we’ll reveal how Professor McMahon encountered Alation and launched the Data Intelligence Project in his own school. Learn more today."
https://www.alation.com/blog/standout-insights-season-1-data-radicals/,"Standout Insights from Season 1 of Data Radicals | Alation",Countdown the days to Season 2 of Data Radicals with us as we revisit our team's favorite moments & insights from Season 1!
https://www.alation.com/blog/data-intelligence-in-dataops-continuous-data-value/,"Data Intelligence in DataOps: Navigating the Journey to Continuous Data Value | Alation","Data intelligence in DataOps helps organizations draw the map of data flows throughout their environments, safely and optimally navigating data-driven journeys. Learn more."
https://www.alation.com/blog/customer-data-culture-the-innovators-have-already-reinvented-themselves/,"Customer Data Culture: The Innovators Have Already Reinvented Themselves | Alation",The companies that succeed in the age of digital transformation are reinventing themselves and embracing a customer data culture. Learn more.
https://www.alation.com/blog/how-to-drive-data-literacy/,"How to Drive Data Literacy with 4 Simple Steps | Alation",Curious on how you can drive data literacy in your organization? Alation is here to help. Keep reading and learn from 4 simple steps today!
https://www.alation.com/blog/the-future-of-working-with-data/,"The “FUTURe” of Working with Data | Alation","Alation is the FUTURe of working with data, and in an age where all work is knowledge work, that means Alation is the future of work. Learn more."
https://www.alation.com/blog/how-to-design-analytics-stack/,"How to Design an Analytics Stack that Humans Actually Use | Alation",Data democratization isn’t done when you give employees access to data. Learn how to make your data stack approachable and functional.
https://www.alation.com/blog/alation-tableau-fostering-data-culture-through-trust-and-transparency-part-2/,"Alation + Tableau: Fostering Data Culture through Trust and Transparency - Part 2 | Alation","Explore common self-service analytics challenges, and see how the Alation Data Catalog for Tableau can help you overcome them."
https://www.alation.com/blog/data-governance-bliss-alation-snowflake/,"Bring Data Governance Bliss with Alation & Snowflake |Alation",A modern approach to data analytics and governance is critical. See how Alation and Snowflake Data Cloud work together to improve enterprise governance.
https://www.alation.com/blog/snowflake-reduce-risk-with-active-data-governance/,"Top 10 Reasons for Alation with Snowflake: Reduce Risk with Active Data Governance | Alation",Alation helps minimize risk with active data governance. Learn how your data cloud users can benefit from the union of Alation and Snowflake Data Cloud.
https://www.alation.com/blog/the-cdo-imperative-from-process-centric-to-data-driven/,"The CDO Imperative: From Process Centric to data-driven | Alation","As strategic leaders in this transformation, CDOs are embracing data catalogs as the keystone element in the delivery of a range of strategic initiatives. Learn more."
https://www.alation.com/blog/announcing-alation-4-0-with-alation-connect/,"Announcing Alation 4.0 with Alation Connect | Alation","Learn about the latest updates in Alation 4.0, including the new extended capability, Alation Connect."
https://www.alation.com/blog/data-intelligence-mit-cdoiq/,"MIT CDOIQ Video: The Data Catalog as a Platform for Data Intelligence | Alation","At the MIT CDOIQ Symposium, Satyen Sangani, CEO and Co-Founder of Alation, discusses the future of the data catalog as a platform for a broad range of data intelligence solutions."
https://www.alation.com/blog/data-intelligence-human-brilliance/,"Data Intelligence + Human Brilliance: The Future of the Data Catalog | Alation",Our recent $110 million in Series D financing enables us to build out additional specialized capabilities to help more people. Read more.
https://www.alation.com/blog/introducing-agile-data-governance-alation-trustcheck/,"Introducing Agile Data Governance - Alation TrustCheck | Alation","Alation announces Alation TrustCheck, a new foundation for agile information stewardship that supports the revolution in data governance. Learn more."
https://www.alation.com/blog/why-icon-ventures-invested-in-alation/,"Why Icon Ventures Invested in Alation | Alation",This blog post is about why Icon Ventures invested in Alation. Don't miss out! Find out and learn more today!
https://www.alation.com/blog/data-governance-in-healthcare/,"Data Governance in Healthcare: The Rising Need | Alation","Data governance in healthcare refers to how data is collected and used by hospitals, pharmaceutical companies, and other healthcare organizations. Explore tips for getting started."
https://www.alation.com/blog/eight-questions-on-data-governance-cdo/,"Eight Questions on Data Governance: An Interview with Alation Co-Founder and CDAO Aaron Kalb | Alation","Learn about Alation’s new approach to data governance, Active Data Governance, in this interview with Aaron Kalb, Co-Founder and Chief Data Officer, Alation."
https://www.alation.com/blog/state-of-data-culture-2020/,"The Data Culture Disconnect | Alation",Our recent State of Data Culture Report found that 78% of enterprises have an initiative to become more data driven but there’s a long way to go. Read more.
https://www.alation.com/blog/how-to-be-successful-in-software-sales/,"How to Be Successful in Software Sales: 6 Helpful Tips | Alation","Want to know how to be successful in software sales? Our very own Tim O'Neil, the CRO of Alation, has 6 vital lessons you won't want to miss. Learn more today."
https://www.alation.com/blog/measuring-the-value-of-your-analytic-investments-with-the-alation-data-catalog/,"Measuring the Value of Your Analytic Investments with the Alation Data Catalog | Alation","Enterprises invest heavily in modern data and analytic environments, but what's the business value of the investment? Find out how Alation can help."
https://www.alation.com/blog/supporting-remote-workers-with-a-data-catalog-in-the-wfh-era/,"Supporting Remote Workers with a Data Catalog in the WFH Era | Alation",Eckerson Group's Dave Wells writes about the challenges of remote data work and how a data catalog can help overcome those challenges by enabling agile analytics.
https://www.alation.com/blog/architecting-a-platform-for-data-intelligence/,"Alation 2021.1: Architecting a Platform for Data Intelligence with Junaid Saiyed, SVP of Engineering at Alation | Alation","Learn about Alation 2021.1 and the introduction of the Open Connector Framework in this interview with Junaid Saiyed, Alation's SVP of Engineering."
https://www.alation.com/blog/enterprise-data-catalog-maturity-a-key-to-data-literacy-and-data-fluency/,"Enterprise Data Catalog Maturity: A Key to Data Literacy and Data Fluency | Alation",What's so important about data literacy and data fluency? We've got the answers you're looking for. Learn more today.
https://www.alation.com/blog/two-years-running-alation-snowflake-data-governance-partner/,"2 Years: Alation Is Snowflake's Data Governance Partner | Alation","It’s not déjà vu — it’s a repeat! For the second year in a row, Snowflake has named Alation its Data Governance Partner of the Year. Learn more about it today!"
https://www.alation.com/blog/shopping-for-data/,"Shopping for Data | Alation","An enterprise data marketplac (EDM) gives anyone in your company who works with data, the ability to easily access, search, discover, share opinions, and collaborate on that data. Learn more."
https://www.alation.com/blog/munich-re-launches-enterprise-wide-data-driven-platform-for-analytics/,"Munich Re Launches Enterprise-Wide Data-Driven Platform for Analytics | Alation","Ron Powell, independent analyst and industry expert for the BeyeNETWORK and executive producer of The World Transformed FastForward Series, interviews Andreas Kohlmaier, Head of Data Engineering at Munich Re. Read the interview."
https://www.alation.com/blog/data-catalog-mythbusting/,"The Modern Data Catalog: 'Mythbusting' the Top Four Assumptions | Alation",This blog post busts or confirms commonly held data catalog notions. Learn more.
https://www.alation.com/blog/enterprise-analytics-challenges-strategies/,"Enterprise Analytics: Key Challenges & Strategies | Alation",Enterprise Analytics is the process of implementing analytics systems for data collection and processing across an entire enterprise.
https://www.alation.com/blog/alation-and-bigid-driving-privacy-aware-data-culture/,"Alation and BigID: Driving Privacy-Aware Data Culture | Alation",Alation’s Raja Perumal discusses how Alation and BigID help foster a privacy-aware data culture that balances regulatory demand with the drive to be data-driven.
https://www.alation.com/blog/alation-leader-barc-data-intelligence-platforms-report/,Alation Named a Leader: BARC Data Intelligence Platforms Report,BARC has named Alation a leader in the new BARC SCORE Data Intelligence Platforms Report. Click here to find out why today!
https://www.alation.com/blog/barc-data-management-survey/,"So Much More than a Data Catalog - BARC Data Management Survey | Alation","Alation was named the leader in performance, usability, and platform reliability in the BARC Data Management Survey. Learn more about this achievement."
https://www.alation.com/blog/suppliers-keep-inventories-consumers-need-catalogs/,"Suppliers Keep Inventories. Consumers Need Catalogs. | Alation",A 21st century data catalog should go beyond inventory to be a truly consumable catalog and ave sufficient context to help end-users find and utilize data assets relevant to their business needs. Learn more.
https://www.alation.com/blog/our-next-phase-of-growth-enterprise-data-catalogs/,"Our Next Phase of Growth: Enterprise Data Catalogs | Alation",Alation announced it has closed a $50 million Series C funding led by Sapphire Ventures. Learn more.
https://www.alation.com/blog/forrester-new-data-governance-solutions-landscape-key-takeaways/,Key Insights: Forrester’s New Data Governance Solutions Landscape,Finding the right data governance solution can be overwhelming. Keep reading to learn more from Forrester's New Data Governance Solutions Landscape report!
https://www.alation.com/blog/gartner-magic-quadrant-for-metadata-management-includes-alation/,"Gartner Magic Quadrant for Metadata Management Includes Alation | Alation",Alation has been recognized by Gartner as a Leader in the 2017 Metadata Management Magic Quadrant. Learn more.
https://www.alation.com/blog/alation-tableau-fostering-data-culture-through-trust-and-transparency-part-1/,"Alation + Tableau: Fostering Data Culture through Trust and Transparency - Part 1 | Alation","Alation and Tableau provide the right technologies to support a data-driven, self-service analytics environment. Learn how."
https://www.alation.com/blog/diversity-and-inclusion-its-not-enough-to-get-invited-to-the-party-get-invited-to-dance/,"Diversity and Inclusion: It's not enough to get invited to the party, get invited to dance | Alation","Tech companies fall below the national average for diversity of race, gender, and educational background. Learn how to build and inclusive workforce!"
https://www.alation.com/blog/build-or-buy-an-enterprise-data-catalog-top-6-considerations/,"Build or Buy an Enterprise Data Catalog: Top 6 Considerations | Alation","So, you know that your organization needs a data catalog, but should you build it or buy it? Here's what you should be considering."
https://www.alation.com/blog/data-governance-non-invasive-approach/,"The Non-Invasive Data Governance Approach | Alation",Bob Seiner explains the non-invasive data governance approach to implementing data governance in an organization. Learn more in this first blog post of the data governance blog series.
https://www.alation.com/blog/mercadolibre-grows-governed-self-service-analytics-with-alation-and-tableau/,"Read Alation's Blog - Data Culture, Catalog & Governance | Alation","Read Alation's blog to learn about the latest insights and trends in data culture, data cataloging, data governance, and more."
https://www.alation.com/blog/alation-manta-automate-advanced-data-lineage/,"Alation and Manta: Automating Advanced Data Lineage | Alation","Alation and Manta's partnership addresses data lineage challenges by automating lineage extraction, integrating Manta’s enhanced lineage into the Alation data catalog. Learn more."
https://www.alation.com/blog/alation-looker-trusted-modern-analytics-perfect-for-the-cloud/,"Alation + Looker: Trusted, Modern Analytics — Perfect for the Cloud | Alation","Alation is excited to announce our collaboration with Looker, a platform for data & analytics used by over 2,000 customers. Read more on the partnership."
https://www.alation.com/blog/at-the-top-of-everyones-list/,"At the Top of Everyone’s List | Alation",Alation is honored to be named to Constellation Research’s ShortList™ for Data Cataloging for the fourth consecutive year. Learn more.
https://www.alation.com/blog/alation-first-san-francisco-partners-a-new-approach-to-data-governance/,"Alation + First San Francisco Partners: A New Approach to Data Governance | Alation",Alation and First San Francisco partners support a new approach to data governance that focuses on the community of data users. Learn more.
https://www.alation.com/blog/getting-business-users-in-the-game/,"Alation 2020.3: Getting Business Users in the Game | Alation","Our latest product release, Alation 2020.3, reimagined the look and feel of the data catalog to be more accessible for business users. Learn more."
https://www.alation.com/blog/why-i-joined-alation/,"Why I Joined Alation: A Former Customer’s Story | Alation",See why making the move from being an Alation customer to an official “Alationaut” seemed like a natural fit for Aria Wornson. Read today.
https://www.alation.com/blog/one-of-the-best-places-to-work-and-getting-better/,"One of the Best Places to Work—and Getting Better | Alation","The San Francisco Business Times and the Silicon Valley Business Journal, as well as Inc. Magazine just named Alation one of 2019 best places to work. Learn more."
https://www.alation.com/blog/what-is-data-culture/,"What is Data Culture and Why Do You Want One? | Alation","Data culture is top of mind for data leaders, so we wrote a multi-part blog series on it. Read the first in this series where we define just what it is."
https://www.alation.com/blog/a-new-market-is-born-the-data-catalog-market-study/,"A New Market Is Born: The Data Catalog Market Study | Alation",The first end-user market study has been published for data catalogs. Discover insights into deployment trends and attitudes towards data catalogs.
https://www.alation.com/blog/how-finance-can-lead-enterprise-data-transformation/,"How Your Finance Team Can Lead Your Enterprise Data Transformation | Alation",Data catalogs can help finance teams drive your organization’s data culture and lead the enterprise data transformation. Learn more.
https://www.alation.com/blog/gartner-bi-bake-off-data-catalogs-and-the-opioid-epidemic/,"Gartner BI Bake Off: Data Catalogs and the Opioid Epidemic | Alation",Learn how the Alation Data Catalog helps make the analysis of this important dataset more effective and efficient.
https://www.alation.com/blog/alation-marketplaces-combine-enterprise-external-data/,Alation Marketplaces: Combining Enterprise & External Data,Discover trusted 3rd-party data sets to augment enterprise data and uncover new insights with Alation Marketplaces. Learn more about our latest release 2023.1.
https://www.alation.com/blog/on-premises-to-cloud-migration/,"8 Best Practices for On-Premises to Cloud Migration | Alation",On-premises to cloud migration is the process of moving existing data assets located on-premises into the cloud. Learn about the benefits it unlocks and best practices to follow.
https://www.alation.com/blog/data-analytics-and-data-governance/,"How Data Governance Supports Data Analytics | Alation",Data governance is essential to fully leverage the value of data analytics. Learn more about the challenges and benefits of data analytics and governance.
https://www.alation.com/blog/data-governance-in-insurance/,Why Data Governance is Essential for the Insurance Industry,"For insurers, data governance is critical for maintaining customer privacy and security, and for uncovering additional revenue opportunities. Learn more."
https://www.alation.com/blog/data-strategy-decentralization-data-architect-view/,"Data Strategy and Decentralization: A Data Architects’ View | Alation","Karla Kirton, Data Architect at Blockdaemon, shares her thoughts on data strategy, decentralization and how Alation has supported their ambitions"
https://www.alation.com/blog/data-culture-journey-search-and-discovery/,"Accelerate Your Data Culture Journey: Search & Discovery | Alation","Just how do companies build a strong data culture? As part of our “Accelerating The Journey to Data Culture” series, this blog explores just that! Learn more."
https://www.alation.com/blog/what-is-the-true-value-of-a-data-catalog/,"What Is the True Value of a Data Catalog? | Alation","From mitigating reputational damage to making informed decisions, this blog discusses the factors that affect the value of data catalogs to different customers."
https://www.alation.com/blog/forrester-does-the-math-on-the-roi-of-the-alation-data-catalog/,"Forrester Does the Math on the ROI of the Alation Data Catalog | Alation",Alation worked with Forrester Consulting to conduct a Total Economic Impact™ (TEI) study. Learn the potential ROI enterprises realize by deploying Alation.
https://www.alation.com/blog/data-cataloging-in-the-data-lake-alation-kylo/,"Data Cataloging in the Data Lake: Alation + Kylo | Alation","By integrating with Kylo, Alation empowers Big Data projects to show ROI faster, by getting the cleanly described data into the hands of the people that need to consume it. Learn more."
https://www.alation.com/blog/alation-2023-1-empowering-users-microsoft-office/,Alation 2023.1: Empowering Business Users in Microsoft Office,"Get trusted data natively in Microsoft Excel with Alation's latest product release, 2023.1. Learn how you can boost collaboration and productivity now!"
https://www.alation.com/blog/active-metadata/,What is Active Metadata & Why it Matters: Gartner's Insights,Unlock valuable insights with Active Metadata! Discover how continuous data analysis is made possible. Learn more from Gartner's Market Guide key insights!
https://www.alation.com/blog/alation-2022-2-open-data-quality-initiative/,"Alation 2022.2: Open Data Quality Initiative | Alation","In the latest release of Alation 2022.2, Alation introduces the Open Data Quality Initiative for the modern data stack. Learn more about it today!"
https://www.alation.com/blog/barc-survey-data-culture-gap/,"BARC Survey Defines the Data Culture Gap | Alation",BARC surveyed over 400 companies and found a company-wide data culture helps to create a data-driven business. Discover more survey findings.
https://www.alation.com/blog/first-pillar-of-data-culture-data-search-discovery/,"The First Pillar of Data Culture: Data Search & Discovery | Alation","Explore what a data culture is, the benefits of building one, and the role of data search & discovery within a data culture. Read today."
https://www.alation.com/blog/every-snowflake-user-needs-alation/,"Why Every Snowflake User Needs Alation’s Data Catalog | Alation","Alation is an important element to a successful Snowflake implementation. Alation's VP of Business Development, Kiran Narsu, explains why."
https://www.alation.com/blog/audience-data-catalogs-data-intelligence/,"The Audience for Data Catalogs and Data Intelligence | Alation",Some may be surprised that the data catalog supports so many use cases. Read to learn how Alation is expanding our use cases.
https://www.alation.com/blog/alation-2022-4-alation-anywhere/,"Alation 2022.4: Alation Anywhere for Slack & Tableau | Alation","2022.4 Alation Anywhere is officially here! Learn how it reduces friction, speeds up time to insight, & empowers all data users to simply get work done faster!"
https://www.alation.com/blog/data-governance-adoption-bob-seiner-webinar-recap/,"Data Governance Adoption (Bob Seiner Webinar Recap) | Alation",Curious on how to increase the data governance adoption within your team? Bob Seiner and Fifth Third Bank have some beneficial tips for you. Learn more today!
https://www.alation.com/blog/what-is-data-integrity/,"What is Data Integrity? Should it Matter to Businesses? | Alation","What is data integrity anyway? Data is an asset to your organisation, but it needs to be trustworthy. This is why you need a data integrity strategy. Learn more."
https://www.alation.com/blog/data-curation-challenges-best-practices/,"New Age of Data Curation: Challenges & Best Practices | Alation","The new age of data curation allows businesses to understand, explore, and use data more efficiently. Explore data curation challenges and best practices for overcoming them."
https://www.alation.com/blog/alation-soda-data-quality-with-the-data-catalog/,"Alation + Soda: Dynamic Data Quality with the Data Catalog | Alation","The merge of Alation and Soda allows for potent data-quality capabilities to be integrated into the data catalog, empowering you to fully leverage your metadata."
https://www.alation.com/blog/what-is-data-driven-decision-making/,"What is Data-Driven Decision Making? | Alation","Although “data-driven decision making” is a complex term; we offer a clear definition, as well as considerations on whether it’s best for your business."
https://www.alation.com/blog/avista-and-alation-transform-data/,"How Avista Transforms Data into Value with Alation | Alation","Transform your data into value as Avista did with Alation! Nolan Steiner, Avista's Data Science Manager, shares how. Learn more now!"
https://www.alation.com/blog/santa-delivers-a-meshy-holidata/,"Santa Delivers a Meshy Holidata | Alation","The past couple of years weren't easy. Santa had to reinvent everything to go remote. Find out how Santa put the quality in his ""holidata"" with Alation's help!"
https://www.alation.com/blog/deliver-on-the-promise-of-the-cloud-with-alation-and-databricks/,"Deliver on the Promise of the Cloud with Alation and Databricks | Alation","Alation and Databricks announce partnership to accelerate data discovery, streamline cloud migration, and empower data teams to collaborate in the cloud."
https://www.alation.com/blog/data-intelligence-scientific-method/,"Data Intelligence and the Scientific Method | Alation",Satyen Sangani shares how academia offers the ideal model for growing data intelligence alongside human intelligence. Read more.
https://www.alation.com/blog/data-sovereignty-and-cross-border-sensitive-data-movement/,"Data Sovereignty & Cross-Border Movement of Sensitive Data |Alation",Maintaining compliance as data migrates across country borders can be complex. Learn how Alation is solving these challenges with the EDM Council’s new Cloud Data Management Capability (CDMC).
https://www.alation.com/blog/alation-partner-network/,"Five Questions on the Alation Partner Network with Kiran Narsu | Alation","Interested in joining Alation Partner Network? Read this interview with Alation's VP of business development, Kiran Narsu, to learn more!"
https://www.alation.com/blog/alation-leader-gartner-metadata-management/,"Gartner Names Alation a Leader in Metadata Management | Alation",Alation was named a leader in the Gartner Magic Quadrant for Metadata Management for a fourth time! Learn more about the 3 key areas we excelled in.
https://www.alation.com/blog/discussing-customer-centric-design/,"Alation 2020.3: Discussing Customer-Centric Design with Colin Poindexter | Alation","Learn about the big UX changes in Alation's 2020.3 release in this interview with Colin Poindexter, Alation Product Design Lead."
https://www.alation.com/blog/invest-in-data-culture-or-fall-behind/,"State of Data Culture Report: Invest in a Data Culture or Fall Behind | Alation",A data catalog is a key foundation to building and improving your data culture. Learn how an investment in data culture helps you outperform competition.
https://www.alation.com/blog/data-intelligence-just-got-simpler/,"Alation Cloud Service: Data Intelligence Just Got Simpler | Alation","In this blog, Alation’s Ibby Rahmani will breakdown key attributes for a data catalog in the cloud, plus the three unique capabilities of Alation. Read now."
https://www.alation.com/blog/data-catalogs-a-category-of-their-own/,"Data Catalogs: A Category of Their Own | Alation","After investing in self-service analytic tooling, organizations are turning their attention to linking infrastructure and tooling to data-driven decisions. Learn more."
https://www.alation.com/blog/how-to-become-a-cdo/,"How to Become a CDO: Thoughts from the Chief Data Office of a $2.5B Global Provider of Biopharmaceutical Services | Alation","Michelle Hoiseth, Chief Data Officer of Parexel, shares her thoughts on the CDO journey with Dave Kellogg, Alation’s board member. Read today."
https://www.alation.com/blog/threepeat-alation-named-inc-magazine-best-workplaces-third-time/,"Threepeat: Alation Named to Inc. Best Workplaces | Alation",Threepeat win for Alation! We've been named Inc. Best Workplaces for the third time. Find out what it takes to make Alation a great place to work.
https://www.alation.com/blog/data-mesh-vs-data-fabric/,"Data Mesh vs. Data Fabric: A Love Story | Alation","Despite popular belief, data mesh and data fabric are quite complementary. Explore how each design concept works together to ensure high quality data. Learn more."
https://www.alation.com/blog/alation-snowflake-driving-data-culture/,"Alation + Snowflake: Driving Data Culture | Alation","With Snowflake launching the biggest tech IPO of 2020, we're highlighting how their partnership with Alation is driving their data culture. Discover how."
https://www.alation.com/blog/making-business-case-for-data-catalog/,"Making the Business Case for a Data Catalog | Alation","A data catalog can help with data discovery, data documentation, and collaboration. Learn more about how to make the business case for a data catalog."
https://www.alation.com/blog/boost-analyst-productivity-snowflake-alation/,"Boosting Data Scientist & Analyst Productivity with Alation + Snowflake | Alation",Alation provides a platform for data scientists and analysts to complete projects effectively. Learn how Snowflake + Alation boosts productivity.
https://www.alation.com/blog/more-tools-to-drive-data-culture/,"Alation 2021.2: More Tools to Drive Data Culture with Monali Narayanaswami, Director of Product Management at Alation | Alation","Learn about the Alation 2021.2 update in this interview with Monali Narayanaswami, Alation's Director of Product Management"
https://www.alation.com/blog/a-catalog-first-approach-to-microstrategy-reporting/,"A Catalog-First Approach to MicroStrategy Reporting | Alation",Alation Data Explorer enables Alation’s complete data catalog browser to be embedded within the MicroStrategy authoring experience. Learn more.
https://www.alation.com/blog/future-data-lineage-role-of-metadata/,"The Future of Data Lineage and the Role of Metadata | Alation",We all know that data lineage is a complex and challenging topic. Keep reading to find out what the future of data lineage looks like and the role of metadata.
https://www.alation.com/blog/second-pillar-of-data-culture-data-literacy/,"The Second Pillar of Data Culture: Data Literacy | Alation","Explore what a data culture is, the benefits of building one, and the role of data literacy within a data culture. Read today."
https://www.alation.com/blog/funding-and-our-future/,"Funding and Our Future | Alation","Alation announced $50M in Series C funding to supercharge their growth, cement their leadership position, and innovate so data catalogs can create even deeper and broader value than they are today. Learn more."
https://www.alation.com/blog/data-privacy-vs-data-security/,"Data Privacy vs. Data Security: Definition & Comparison | Alation","Data privacy and data security compare and contrast in many ways, but understanding the difference is critical for establishing a robust compliance program. Learn more."
https://www.alation.com/blog/data-intelligence-human-brilliance-future-of-innovation/,"Data Intelligence + Human Brilliance: The Future of Innovation | Alation",Data intelligence requires human intelligence to come alive. See how our data intelligence platform supports your people and helps your business compete.
https://www.alation.com/blog/alation-dataiku-drive-value-from-data-science/,"Alation + Dataiku: Drive Greater Value from Data Science | Alation",Alation’s industry-leading data catalog and Dataiku’s leading global enterprise AI and machine learning platform enable enterprises to drive more value from data science. Read about the partnership here.
https://www.alation.com/blog/cloud-dataops-alation-accenture/,"Turnkey Cloud DataOps: Solution from Alation & Accenture | Alation",Do you want to take advantage of the DataOps opportunity while avoiding the risk & costs of DIY? Accenture & Alation have collaborated to help you! Learn more.
https://www.alation.com/blog/alation-ranked-top-data-catalog-third-year-in-a-row/,"Alation Ranked Top Data Catalog Third Year in a Row | Alation","For the third consecutive year, Alation has been named the top-ranked data catalog in the Dresner Advisory Services Wisdom of the Crowds® Data Catalog Market Study. Learn more."
https://www.alation.com/blog/training-next-generation-of-data-leaders/,"Training the Next Generation of Data Leaders: The Data Intelligence Project | Alation",Alation has a big vision: to empower a curious and rational world. Discover how we're doing that with our Data Intelligence Project initiative.
https://www.alation.com/blog/what-is-dataops/,"What Is DataOps? Definition, Principles, and Benefits | Alation","What exactly is DataOps? The term has been used a lot more of late, especially in the data analytics industry. Keep reading to learn all about DataOps!"
https://www.alation.com/blog/alation-bigeye-partnership-for-data-quality/,Alation & Bigeye: A Potent Partnership for Data Quality,Alation and Bigeye have partnered to bring data observability and data quality monitoring into the data catalog. Learn more.
https://www.alation.com/blog/deep-thoughts-on-data-flow-with-alation-trifacta/,"Deep Thoughts on Data Flow with Alation & Trifacta | Alation",Alation announced an integration with Trifacta to seamlessly integrate the Alation Data Catalog with self-service data prep applications to help solve accessibility issues. Learn more.
https://www.alation.com/blog/data-strategy-for-defence-partners/,"Building a data strategy for defence partners | Alation",A proper data strategy is critical for defence sector companies seeking to remain competitive and win business. But how can they get this right - and how can a data catalog help? Read our latest blog to discover more.
https://www.alation.com/blog/data-swamp-lake-lakehouse/,"Data Swamp, Data Lake, Data Lakehouse: What to Know | Alation","Do you store your data in a Data lake? As data gets added, lakes often turn to Data Swamps. Learn the best way to store & analyze your data."
https://www.alation.com/blog/alation-named-a-forrester-wave-data-governance-leader-2021/,"Alation Named a Leader in The Forrester Wave™: Data Governance Solutions, Q3 2021 | Alation","Alation was named a leader in The Forrester Wave™: Data Governance Solutions, Q3 2021. Read more about it."
https://www.alation.com/blog/alation-interview-on-column-level-lineage/,"Alation 2021.4: Interview on Column-Level Lineage with Jason Ma |Alation","Learn about column-level lineage updates coming to Alation 2021.4 in this interview with Jason Ma, Alation’s Senior Director of Product Management."
https://www.alation.com/blog/tribal-knowledge-problem/,"The Tribal Knowledge Problem | Alation","The pandemic has shed light on the shortcomings of relying on tribal knowledge, but many struggle to alleviate their dependency. Learn More."
https://www.alation.com/blog/intern-at-alation/,"My Adventure as an Intern at Alation | Alation","When I discovered Alation's internship program, I only knew two things; Keep reading to find out what those two things are and how Alation's value matched mine!"
https://www.alation.com/blog/dresners-2020-wisdom-of-crowds-data-catalog-market-study/,"Four in a Row: Customers Give Alation the Top-Rank in Dresner’s 2020 Wisdom of Crowds® Data Catalog Market Study | Alation","For the fourth consecutive year, Alation has been recognized as the top-ranked data catalog in Dresner Advisory Services’ 2020 Wisdom of Crowds® Data Catalog Market Study."
https://www.alation.com/blog/alation-acquires-lyngo-analytics/,"Alation Acquires Lyngo Analytics | Alation",This new integration will empower business users to query in SQL with natural language. Learn more about this exciting news.
https://www.alation.com/blog/introducing-alation-analytics-stewardship-unlocking-the-business-value-from-governance/,"Introducing Alation Analytics Stewardship: Unlocking the Business Value from Governance | Alation","In this blog, you'll learn how to create a data culture where more people are empowered to make data-driven decisions in your organization."
https://www.alation.com/blog/secret-to-successful-data-cloud-migration/,"The Secret to a Successful Data Cloud Migration | Alation",A strong data governance foundation is key to a successful cloud data migration. Learn how to migrate your business data to the cloud effectively.
https://www.alation.com/blog/announcing-alation-tableau-edition/,"Announcing Alation Tableau Edition | Alation",Alation Tableau Edition allows analysts to self-serve without making the errors of omission or commission that traditionally accompany an ungoverned data environment. Learn more.
https://www.alation.com/blog/accelerating-migration-snowflake-data-cloud/,"How Alation Helps Accelerate Migration to Snowflake Data Cloud | Alation",Alation helps organizations understand which data matters most. See how this clarity supports the migration of data to the Snowflake Data cloud.
https://www.alation.com/blog/alation-named-data-catalog-leader-by-gigaom/,"Alation Named a Leader in the Inaugural GigaOm Radar for Data Catalogs Report | Alation","Alation has been named a Leader in the GigaOm Radar for Data Catalogs Report, marking importance of the data catalog. Read more."
https://www.alation.com/blog/find-your-wings-at-alation/,"Find Your Wings at Alation | Alation",The Alation internship program is one that fits career hopefuls with their own set of wings. Discover how Alation can help shape your career.
https://www.alation.com/blog/driving-business-value-and-roi-from-a-hybrid-cloud-data-lake/,"Driving Business Value and ROI from a Hybrid Cloud Data Lake | Alation","The Alation Data Catalog provides a single source of reference across your hybrid cloud environment, resulting in not only transparency and discoverability of data content, but most importantly business context. Learn more."
https://www.alation.com/blog/data-governance-in-retail/,"Why Data Governance is Critical for the Retail Industry | Alation",Curious as to why data governance is critical for retail industries? Look no further! We can help you with that. Click here to learn more!
https://www.alation.com/blog/becoming-a-data-driven-organisation/,"Becoming a Data-Driven Organisation: Where to Begin? | Alation","All organisations want to be data-driven, but what does it mean and how do you become one? Here’s our four-step guide."
https://www.alation.com/blog/godaddy-customer-first-digital-transformation/,"GoDaddy: Customer-First Digital Transformation | Alation","This article is based on a podcast Ron Powell conducted with Sharon Graves, Enterprise Data and BI Tools Evangelist for GoDaddy. Learn more."
https://www.alation.com/blog/long-live-spreadsheets-brief-history/,Long Live Spreadsheets! A Brief History & Their Modern Foothold,Explore the modern foothold of spreadsheets with a brief history of its evolution. Learn how this essential tool can still help transform businesses today!
